counter_id,queue_length,status,processing_rate,delay,capacity,neighbor_counter_id,distance,reroute_capacity,is_connected
A,14,1,3.78,13,55,B,4.19,16,1
A,14,1,3.78,13,55,C,4.24,16,1
B,30,0,1.6,19,54,A,3.13,11,1
B,30,0,1.6,19,54,C,3.07,6,1
B,30,0,1.6,19,54,E,3.6,9,1
C,43,0,4.52,27,36,A,4.64,8,1
C,43,0,4.52,27,36,E,0.83,16,1
C,43,0,4.52,27,36,D,1,20,1
C,43,0,4.52,27,36,B,3.17,9,1
D,16,1,1.28,22,40,C,4.31,18,1
D,16,1,1.28,22,40,B,3.15,10,1
D,16,1,1.28,22,40,A,4.93,7,1
D,16,1,1.28,22,40,E,4.87,16,1
E,14,1,2.21,17,52,D,1.08,17,1
E,14,1,2.21,17,52,A,0.7,9,1
A,4,0,1.82,24,30,C,0.56,17,1
A,4,0,1.82,24,30,D,3.7,6,1
A,4,0,1.82,24,30,B,0.97,14,1
B,13,1,1.65,1,49,A,3.91,16,1
B,13,1,1.65,1,49,D,1.18,5,1
B,13,1,1.65,1,49,C,4.44,20,1
C,33,0,4.71,13,41,A,1.85,10,1
C,33,0,4.71,13,41,E,4.99,6,1
C,33,0,4.71,13,41,B,3.24,18,1
D,22,1,4.17,12,32,B,1,8,1
D,22,1,4.17,12,32,A,3.54,12,1
D,22,1,4.17,12,32,E,1.92,5,1
D,22,1,4.17,12,32,C,0.68,19,1
E,25,1,1.46,6,51,D,1.5,12,1
E,25,1,1.46,6,51,C,1.72,14,1
E,25,1,1.46,6,51,A,1.55,19,1
E,25,1,1.46,6,51,B,1.29,5,1
A,12,1,1.06,3,53,B,1.09,7,1
A,12,1,1.06,3,53,D,3,19,1
A,12,1,1.06,3,53,E,3.7,7,1
A,12,1,1.06,3,53,C,2.81,11,1
B,34,1,4.71,10,48,D,1.72,11,1
B,34,1,4.71,10,48,A,3.23,17,1
B,34,1,4.71,10,48,E,4.17,17,1
C,25,0,4.68,10,50,B,2.88,13,1
C,25,0,4.68,10,50,A,3.66,16,1
D,11,1,3.05,27,58,C,0.52,8,1
D,11,1,3.05,27,58,E,0.64,6,1
D,11,1,3.05,27,58,A,3.84,14,1
D,11,1,3.05,27,58,B,0.72,18,1
E,2,1,3.1,12,37,B,1.91,7,1
E,2,1,3.1,12,37,C,3.5,9,1
A,12,0,4.05,26,40,D,2.66,19,1
A,12,0,4.05,26,40,C,3.87,6,1
A,12,0,4.05,26,40,E,4.73,5,1
A,12,0,4.05,26,40,B,3.61,17,1
B,39,0,4.2,6,60,A,4.29,9,1
B,39,0,4.2,6,60,C,3.94,17,1
B,39,0,4.2,6,60,D,1.38,20,1
B,39,0,4.2,6,60,E,3.49,15,1
C,48,0,1.98,28,54,D,1.41,7,1
C,48,0,1.98,28,54,B,1.45,14,1
C,48,0,1.98,28,54,E,3.07,9,1
D,8,1,3.24,2,57,B,3.28,8,1
D,8,1,3.24,2,57,A,1.83,13,1
D,8,1,3.24,2,57,C,0.8,12,1
E,29,0,1.49,10,55,D,1.44,7,1
E,29,0,1.49,10,55,B,0.74,14,1
A,12,0,2.58,26,49,E,2.05,13,1
A,12,0,2.58,26,49,D,4.43,19,1
A,12,0,2.58,26,49,C,4.99,5,1
A,12,0,2.58,26,49,B,4.53,19,1
B,1,1,2.73,16,41,A,1.3,15,1
B,1,1,2.73,16,41,C,2.56,18,1
B,1,1,2.73,16,41,E,1.3,6,1
B,1,1,2.73,16,41,D,2.55,19,1
C,40,1,4.43,28,39,D,1.17,10,1
C,40,1,4.43,28,39,A,1.27,14,1
C,40,1,4.43,28,39,E,4.68,6,1
D,39,1,3.86,23,53,E,4.13,20,1
D,39,1,3.86,23,53,B,2.73,15,1
D,39,1,3.86,23,53,C,3.94,17,1
E,19,0,4.21,27,52,B,4.86,18,1
E,19,0,4.21,27,52,A,1.73,18,1
E,19,0,4.21,27,52,D,0.63,5,1
A,21,1,3.2,1,41,B,3.01,20,1
A,21,1,3.2,1,41,E,4.94,6,1
A,21,1,3.2,1,41,C,2.08,7,1
A,21,1,3.2,1,41,D,0.86,14,1
B,20,0,4.08,17,38,C,2.17,16,1
B,20,0,4.08,17,38,A,1.49,14,1
B,20,0,4.08,17,38,D,4.44,18,1
C,38,1,1.36,24,30,E,4.7,8,1
C,38,1,1.36,24,30,D,0.83,18,1
D,43,1,3.96,8,33,C,4.6,13,1
D,43,1,3.96,8,33,B,3.29,20,1
D,43,1,3.96,8,33,E,2.09,7,1
E,36,0,4.86,3,35,B,1.96,15,1
E,36,0,4.86,3,35,D,3.89,15,1
E,36,0,4.86,3,35,A,3.06,5,1
E,36,0,4.86,3,35,C,4.97,15,1
A,41,1,3.52,26,47,C,4.25,18,1
A,41,1,3.52,26,47,E,3.29,5,1
B,0,0,2.56,13,60,A,3.45,19,1
B,0,0,2.56,13,60,C,3.96,8,1
C,47,0,4.29,3,47,D,2.09,6,1
C,47,0,4.29,3,47,B,1.34,20,1
C,47,0,4.29,3,47,A,4.68,17,1
C,47,0,4.29,3,47,E,2.58,8,1
D,31,1,4.89,17,59,E,0.86,7,1
D,31,1,4.89,17,59,C,4.07,12,1
E,11,1,2.23,1,30,A,3.27,17,1
E,11,1,2.23,1,30,C,2.56,9,1
E,11,1,2.23,1,30,D,2.66,13,1
A,35,1,4.96,8,30,E,3.49,12,1
A,35,1,4.96,8,30,C,1.48,12,1
A,35,1,4.96,8,30,B,1.16,15,1
B,20,1,2.47,24,38,C,2.86,10,1
B,20,1,2.47,24,38,A,1.04,19,1
C,35,0,4.1,22,45,D,4.57,14,1
C,35,0,4.1,22,45,A,0.52,6,1
D,38,1,1.78,25,32,E,1.81,16,1
D,38,1,1.78,25,32,C,4.74,8,1
D,38,1,1.78,25,32,A,0.83,12,1
E,2,0,1.15,20,58,D,2.52,15,1
E,2,0,1.15,20,58,B,3.6,10,1
E,2,0,1.15,20,58,A,4.72,5,1
A,30,0,2.77,26,35,E,0.62,19,1
A,30,0,2.77,26,35,D,1.37,13,1
A,30,0,2.77,26,35,B,4,11,1
A,30,0,2.77,26,35,C,1.45,8,1
B,15,0,4.37,8,48,C,2.27,10,1
B,15,0,4.37,8,48,D,2.03,8,1
B,15,0,4.37,8,48,A,2.99,6,1
C,25,0,3.76,26,58,D,2.54,15,1
C,25,0,3.76,26,58,A,2.77,12,1
C,25,0,3.76,26,58,B,2.94,10,1
D,10,1,3.44,19,53,C,3.98,16,1
D,10,1,3.44,19,53,A,3.61,8,1
D,10,1,3.44,19,53,B,4.59,14,1
E,36,0,2.56,22,47,C,3.62,7,1
E,36,0,2.56,22,47,A,4.56,12,1
E,36,0,2.56,22,47,D,3.36,18,1
E,36,0,2.56,22,47,B,3.69,5,1
A,40,0,2.68,10,56,E,2.72,5,1
A,40,0,2.68,10,56,C,4.53,8,1
B,7,0,4.11,10,45,A,1.06,13,1
B,7,0,4.11,10,45,D,4.47,10,1
B,7,0,4.11,10,45,C,0.51,18,1
B,7,0,4.11,10,45,E,4.02,8,1
C,30,0,2.94,6,46,B,3.33,16,1
C,30,0,2.94,6,46,D,1.05,9,1
D,32,1,2.38,28,59,E,0.62,7,1
D,32,1,2.38,28,59,A,2.99,9,1
D,32,1,2.38,28,59,B,1.28,20,1
E,13,1,2.76,3,43,B,2.44,11,1
E,13,1,2.76,3,43,A,1.09,13,1
A,38,1,4.81,20,50,C,2.22,8,1
A,38,1,4.81,20,50,D,4.72,15,1
B,2,1,3.94,4,42,A,0.69,5,1
B,2,1,3.94,4,42,C,2.43,9,1
C,28,1,4.91,7,30,D,3.94,19,1
C,28,1,4.91,7,30,B,3.28,10,1
C,28,1,4.91,7,30,A,1.35,7,1
C,28,1,4.91,7,30,E,2.58,13,1
D,46,1,3.89,4,43,C,1.69,7,1
D,46,1,3.89,4,43,E,1.73,7,1
D,46,1,3.89,4,43,B,4.1,9,1
E,17,0,4.48,11,55,A,0.71,10,1
E,17,0,4.48,11,55,D,4.36,6,1
E,17,0,4.48,11,55,B,1.57,19,1
E,17,0,4.48,11,55,C,4.77,12,1
A,22,0,1.36,0,54,C,0.52,19,1
A,22,0,1.36,0,54,D,2.6,13,1
B,5,1,3.73,16,49,C,0.82,10,1
B,5,1,3.73,16,49,D,1.26,11,1
B,5,1,3.73,16,49,E,2.17,11,1
C,13,0,3.72,18,46,B,3.52,17,1
C,13,0,3.72,18,46,D,1.12,13,1
C,13,0,3.72,18,46,E,3.32,20,1
D,9,0,2.29,20,46,B,3.91,18,1
D,9,0,2.29,20,46,C,3.54,5,1
D,9,0,2.29,20,46,E,4.68,6,1
E,4,1,3.13,2,31,D,4.15,10,1
E,4,1,3.13,2,31,C,3.95,10,1
A,39,0,4.34,22,36,D,4.56,20,1
A,39,0,4.34,22,36,C,3.5,6,1
A,39,0,4.34,22,36,E,2.01,8,1
B,24,0,1.05,30,30,A,1.95,8,1
B,24,0,1.05,30,30,C,1.36,17,1
B,24,0,1.05,30,30,D,1.74,5,1
B,24,0,1.05,30,30,E,4.12,16,1
C,36,1,3.84,29,45,A,0.62,12,1
C,36,1,3.84,29,45,D,3.78,10,1
C,36,1,3.84,29,45,B,4.51,20,1
D,23,1,1.96,8,47,E,4.17,17,1
D,23,1,1.96,8,47,B,4.46,15,1
D,23,1,1.96,8,47,C,3.91,9,1
D,23,1,1.96,8,47,A,3.04,20,1
E,43,0,3.51,30,51,B,1.57,19,1
E,43,0,3.51,30,51,D,2.91,13,1
E,43,0,3.51,30,51,A,4.01,6,1
A,39,1,3.2,9,48,D,2.74,17,1
A,39,1,3.2,9,48,C,2.46,18,1
B,29,1,3.02,1,46,D,0.58,8,1
B,29,1,3.02,1,46,C,0.87,16,1
B,29,1,3.02,1,46,A,3.24,18,1
C,29,1,1.65,6,54,B,1.72,13,1
C,29,1,1.65,6,54,A,2.26,14,1
C,29,1,1.65,6,54,D,3.33,5,1
C,29,1,1.65,6,54,E,1.98,16,1
D,10,0,3.48,7,43,E,0.76,8,1
D,10,0,3.48,7,43,C,2.64,16,1
D,10,0,3.48,7,43,A,3.69,20,1
E,23,1,2.83,14,53,D,0.9,6,1
E,23,1,2.83,14,53,A,4.6,7,1
E,23,1,2.83,14,53,B,0.95,13,1
E,23,1,2.83,14,53,C,1.74,6,1
A,23,0,3.39,11,59,B,4.76,20,1
A,23,0,3.39,11,59,E,3.75,9,1
A,23,0,3.39,11,59,D,0.63,5,1
B,47,0,4.58,29,42,D,2.28,8,1
B,47,0,4.58,29,42,E,4.77,6,1
B,47,0,4.58,29,42,A,4.39,9,1
B,47,0,4.58,29,42,C,2,19,1
C,2,0,2.89,25,30,A,4.39,6,1
C,2,0,2.89,25,30,E,3.18,8,1
D,7,1,3.48,16,51,A,4.46,18,1
D,7,1,3.48,16,51,B,1.72,7,1
D,7,1,3.48,16,51,E,2.29,6,1
D,7,1,3.48,16,51,C,1.92,20,1
E,40,0,3.74,16,38,B,4.04,19,1
E,40,0,3.74,16,38,D,1.23,16,1
E,40,0,3.74,16,38,A,4.58,18,1
A,5,1,3.07,28,36,E,2.35,12,1
A,5,1,3.07,28,36,C,1.68,9,1
A,5,1,3.07,28,36,D,1.14,11,1
B,0,0,1.64,25,45,E,2.34,11,1
B,0,0,1.64,25,45,A,1.27,10,1
B,0,0,1.64,25,45,C,1.32,20,1
C,36,1,1.52,17,59,E,0.75,12,1
C,36,1,1.52,17,59,B,3.87,14,1
C,36,1,1.52,17,59,D,3.49,8,1
C,36,1,1.52,17,59,A,2.06,11,1
D,3,1,3.07,7,55,C,0.51,8,1
D,3,1,3.07,7,55,B,2.64,8,1
E,48,1,3.54,10,42,B,0.94,12,1
E,48,1,3.54,10,42,C,2.8,13,1
A,9,0,2.74,24,58,E,4.86,13,1
A,9,0,2.74,24,58,D,0.83,16,1
A,9,0,2.74,24,58,B,1.27,8,1
A,9,0,2.74,24,58,C,3.51,15,1
B,11,0,4.96,7,38,D,1.44,10,1
B,11,0,4.96,7,38,C,4.79,17,1
B,11,0,4.96,7,38,E,0.74,19,1
B,11,0,4.96,7,38,A,3.12,14,1
C,26,0,4.91,19,33,D,4.72,13,1
C,26,0,4.91,19,33,A,2.32,15,1
D,19,0,3.23,14,31,C,2.04,7,1
D,19,0,3.23,14,31,A,1.25,20,1
D,19,0,3.23,14,31,E,3.49,15,1
E,28,0,3.85,16,36,C,4.24,9,1
E,28,0,3.85,16,36,B,1.08,14,1
E,28,0,3.85,16,36,A,1.55,19,1
A,39,0,4.91,3,35,C,1.43,9,1
A,39,0,4.91,3,35,E,2.85,8,1
B,3,1,4.34,2,57,C,1.88,18,1
B,3,1,4.34,2,57,A,1.01,16,1
B,3,1,4.34,2,57,E,0.59,16,1
B,3,1,4.34,2,57,D,1.23,10,1
C,20,0,4.3,7,54,D,1.37,17,1
C,20,0,4.3,7,54,A,3.81,16,1
C,20,0,4.3,7,54,E,4.54,20,1
D,15,1,1.01,23,30,E,1.91,13,1
D,15,1,1.01,23,30,A,3.03,11,1
E,42,0,3.23,26,46,A,2.97,17,1
E,42,0,3.23,26,46,B,3.61,12,1
A,4,1,3.98,0,31,D,0.77,17,1
A,4,1,3.98,0,31,B,1.05,14,1
B,39,0,1.93,16,48,D,1.66,7,1
B,39,0,1.93,16,48,C,3.08,12,1
C,23,1,2.45,12,38,A,1.72,9,1
C,23,1,2.45,12,38,E,1.64,12,1
D,36,1,5,21,32,C,2.34,20,1
D,36,1,5,21,32,B,3.92,17,1
D,36,1,5,21,32,A,1.33,19,1
E,30,1,2.25,12,34,B,3.75,5,1
E,30,1,2.25,12,34,C,1.89,11,1
E,30,1,2.25,12,34,D,3.79,11,1
A,26,0,1.35,27,40,D,1.95,8,1
A,26,0,1.35,27,40,B,2.69,20,1
B,47,0,3.36,6,33,D,4.04,12,1
B,47,0,3.36,6,33,C,1.41,10,1
C,8,0,4.33,22,51,A,4.16,5,1
C,8,0,4.33,22,51,D,3.71,13,1
D,14,1,1.69,9,54,A,2.42,15,1
D,14,1,1.69,9,54,B,3.15,9,1
D,14,1,1.69,9,54,E,2.89,5,1
D,14,1,1.69,9,54,C,4.13,11,1
E,28,1,2.71,19,38,A,2.43,7,1
E,28,1,2.71,19,38,C,3.3,15,1
A,23,1,4.06,9,32,E,0.57,5,1
A,23,1,4.06,9,32,D,2.64,18,1
A,23,1,4.06,9,32,B,1.22,20,1
B,1,0,4.58,13,48,A,3.69,17,1
B,1,0,4.58,13,48,C,3.2,19,1
C,6,1,2.24,7,32,D,3.35,17,1
C,6,1,2.24,7,32,A,3,11,1
D,26,1,3.83,1,52,E,1.82,6,1
D,26,1,3.83,1,52,B,2.11,7,1
E,31,1,1.46,18,40,B,1.63,7,1
E,31,1,1.46,18,40,D,4.33,9,1
E,31,1,1.46,18,40,C,1.13,10,1
E,31,1,1.46,18,40,A,4.45,14,1
A,25,1,2.11,12,44,D,2.53,20,1
A,25,1,2.11,12,44,B,1.86,11,1
A,25,1,2.11,12,44,E,1.4,15,1
B,44,0,1.19,10,33,D,3.86,7,1
B,44,0,1.19,10,33,C,1.78,8,1
B,44,0,1.19,10,33,E,3.94,12,1
C,8,1,1.66,14,57,D,3.99,20,1
C,8,1,1.66,14,57,A,3.03,16,1
D,9,1,2.78,30,33,E,2.87,15,1
D,9,1,2.78,30,33,A,2.62,9,1
D,9,1,2.78,30,33,B,1.64,9,1
E,10,0,4.21,17,49,D,3.71,18,1
E,10,0,4.21,17,49,A,2.4,18,1
E,10,0,4.21,17,49,C,4.53,8,1
A,43,1,3.56,5,59,C,0.6,19,1
A,43,1,3.56,5,59,B,1.59,18,1
B,45,0,1.98,21,57,E,0.57,15,1
B,45,0,1.98,21,57,A,3.18,5,1
B,45,0,1.98,21,57,D,3.19,12,1
C,18,1,1.75,4,60,D,4.72,11,1
C,18,1,1.75,4,60,B,4.5,19,1
C,18,1,1.75,4,60,E,4.61,12,1
D,12,0,4.63,21,34,C,2.48,9,1
D,12,0,4.63,21,34,E,4.27,14,1
D,12,0,4.63,21,34,B,4.86,18,1
D,12,0,4.63,21,34,A,3.27,6,1
E,41,1,2.79,12,58,B,2.38,15,1
E,41,1,2.79,12,58,D,2.94,15,1
E,41,1,2.79,12,58,C,4.85,14,1
A,17,0,4.82,11,54,D,1.93,6,1
A,17,0,4.82,11,54,C,2,13,1
A,17,0,4.82,11,54,E,4.35,7,1
A,17,0,4.82,11,54,B,4.75,5,1
B,47,0,4.07,13,40,A,1.36,16,1
B,47,0,4.07,13,40,D,1.32,11,1
B,47,0,4.07,13,40,E,3.86,5,1
B,47,0,4.07,13,40,C,4.32,9,1
C,7,1,3.85,6,44,A,2.88,18,1
C,7,1,3.85,6,44,D,3.68,17,1
C,7,1,3.85,6,44,B,2.78,20,1
D,10,1,1.38,14,51,E,0.57,17,1
D,10,1,1.38,14,51,A,1.49,5,1
D,10,1,1.38,14,51,B,4.35,18,1
D,10,1,1.38,14,51,C,4.95,9,1
E,7,1,1.34,12,49,C,4.03,6,1
E,7,1,1.34,12,49,B,2.84,5,1
E,7,1,1.34,12,49,D,3.31,8,1
E,7,1,1.34,12,49,A,0.52,13,1
A,24,0,3.81,22,59,C,2.37,16,1
A,24,0,3.81,22,59,B,1.09,11,1
A,24,0,3.81,22,59,E,3.95,8,1
A,24,0,3.81,22,59,D,1.98,10,1
B,32,1,4.69,18,56,D,4.33,13,1
B,32,1,4.69,18,56,C,3.31,10,1
B,32,1,4.69,18,56,A,0.72,20,1
C,44,1,3.94,13,46,E,1.67,9,1
C,44,1,3.94,13,46,D,3.21,8,1
D,23,1,3.96,22,55,C,3.24,7,1
D,23,1,3.96,22,55,E,3.33,6,1
E,44,0,3.02,10,40,B,2.11,5,1
E,44,0,3.02,10,40,D,2.44,7,1
E,44,0,3.02,10,40,A,4.99,5,1
E,44,0,3.02,10,40,C,4.98,5,1
A,33,1,2.79,0,40,E,1.31,15,1
A,33,1,2.79,0,40,B,2.55,5,1
B,18,1,4.48,0,50,A,3.8,7,1
B,18,1,4.48,0,50,E,2.17,5,1
C,30,1,3.58,16,45,B,3.46,12,1
C,30,1,3.58,16,45,E,2.32,6,1
D,17,1,3.08,27,56,B,2.88,6,1
D,17,1,3.08,27,56,E,1.53,15,1
D,17,1,3.08,27,56,A,1.87,10,1
E,26,0,3.72,25,58,C,0.94,6,1
E,26,0,3.72,25,58,D,3.34,7,1
E,26,0,3.72,25,58,B,2.95,17,1
E,26,0,3.72,25,58,A,4.98,10,1
A,18,0,3.25,5,53,C,1.78,10,1
A,18,0,3.25,5,53,D,2.78,17,1
A,18,0,3.25,5,53,B,2.79,20,1
A,18,0,3.25,5,53,E,2.5,18,1
B,42,0,1.58,20,59,E,3.17,20,1
B,42,0,1.58,20,59,C,2.42,10,1
C,17,0,4.1,29,60,D,1.63,14,1
C,17,0,4.1,29,60,B,1.25,7,1
C,17,0,4.1,29,60,E,3.03,9,1
C,17,0,4.1,29,60,A,1.73,15,1
D,31,0,3.22,29,56,C,2.12,15,1
D,31,0,3.22,29,56,B,3.12,17,1
D,31,0,3.22,29,56,E,4.8,19,1
D,31,0,3.22,29,56,A,4.3,16,1
E,16,1,3.79,12,53,C,1.61,14,1
E,16,1,3.79,12,53,D,3.96,5,1
E,16,1,3.79,12,53,B,4.92,10,1
E,16,1,3.79,12,53,A,3.74,15,1
A,50,0,4.33,10,34,D,3.07,13,1
A,50,0,4.33,10,34,E,4.23,5,1
A,50,0,4.33,10,34,C,1.13,15,1
A,50,0,4.33,10,34,B,2.9,19,1
B,45,0,2.39,17,54,A,3.78,8,1
B,45,0,2.39,17,54,D,2.37,13,1
C,0,0,4.69,21,48,E,0.83,15,1
C,0,0,4.69,21,48,D,4.75,16,1
C,0,0,4.69,21,48,B,4.02,20,1
C,0,0,4.69,21,48,A,0.74,8,1
D,0,1,1.51,22,37,A,2.39,7,1
D,0,1,1.51,22,37,E,3.63,8,1
E,15,0,1.13,21,35,B,2.41,11,1
E,15,0,1.13,21,35,C,2.78,11,1
E,15,0,1.13,21,35,A,4.91,15,1
A,38,0,1.71,15,51,E,2.84,18,1
A,38,0,1.71,15,51,D,3.21,8,1
A,38,0,1.71,15,51,C,3.83,18,1
A,38,0,1.71,15,51,B,1.61,8,1
B,44,0,2.55,2,56,C,3.37,16,1
B,44,0,2.55,2,56,A,0.91,20,1
C,50,1,2.33,14,31,E,1.55,12,1
C,50,1,2.33,14,31,B,2.35,9,1
C,50,1,2.33,14,31,D,4.92,6,1
C,50,1,2.33,14,31,A,0.63,6,1
D,0,0,1.54,23,44,C,0.9,5,1
D,0,0,1.54,23,44,B,0.58,8,1
E,20,0,2.94,20,60,C,2.55,8,1
E,20,0,2.94,20,60,D,0.76,13,1
A,46,0,3.05,23,55,D,3.03,18,1
A,46,0,3.05,23,55,B,2.05,20,1
A,46,0,3.05,23,55,C,4.92,17,1
A,46,0,3.05,23,55,E,1.96,9,1
B,36,1,4.52,1,56,E,4.02,12,1
B,36,1,4.52,1,56,D,1.19,19,1
B,36,1,4.52,1,56,C,0.66,9,1
C,49,0,1.71,3,47,E,2.38,13,1
C,49,0,1.71,3,47,A,0.71,13,1
C,49,0,1.71,3,47,B,2.4,9,1
C,49,0,1.71,3,47,D,1.06,14,1
D,5,1,3.46,18,41,C,3.52,14,1
D,5,1,3.46,18,41,A,0.57,14,1
D,5,1,3.46,18,41,B,0.51,17,1
E,37,1,4.37,30,49,D,1.68,17,1
E,37,1,4.37,30,49,C,1.88,15,1
E,37,1,4.37,30,49,B,4.23,5,1
A,49,0,2.62,14,35,C,0.82,20,1
A,49,0,2.62,14,35,B,0.81,10,1
A,49,0,2.62,14,35,D,3.66,17,1
A,49,0,2.62,14,35,E,1.98,11,1
B,28,1,3.61,15,60,C,4.97,9,1
B,28,1,3.61,15,60,E,0.61,6,1
C,6,0,4.52,20,34,E,1.28,8,1
C,6,0,4.52,20,34,A,4.3,20,1
D,12,1,2.64,20,49,C,1.97,7,1
D,12,1,2.64,20,49,B,1.59,11,1
E,37,1,2.62,5,34,A,4.36,14,1
E,37,1,2.62,5,34,D,2.11,14,1
E,37,1,2.62,5,34,B,2.36,11,1
A,3,0,2.05,26,30,E,3.22,5,1
A,3,0,2.05,26,30,C,4.48,17,1
A,3,0,2.05,26,30,D,1.33,13,1
A,3,0,2.05,26,30,B,0.58,16,1
B,1,1,1.78,30,47,E,3.51,7,1
B,1,1,1.78,30,47,C,0.96,9,1
C,29,1,2.5,24,34,A,1.84,8,1
C,29,1,2.5,24,34,D,1.63,17,1
C,29,1,2.5,24,34,E,1.19,6,1
D,23,1,2,9,41,A,3.08,11,1
D,23,1,2,9,41,E,2.53,7,1
E,1,1,1.89,5,59,C,3.51,17,1
E,1,1,1.89,5,59,A,2.45,20,1
E,1,1,1.89,5,59,B,2.96,9,1
E,1,1,1.89,5,59,D,4.66,11,1
A,13,1,4.43,28,43,B,4.23,16,1
A,13,1,4.43,28,43,D,3.19,16,1
A,13,1,4.43,28,43,E,0.64,16,1
B,23,1,4.28,15,42,A,1.73,9,1
B,23,1,4.28,15,42,E,1.26,5,1
C,44,0,4.75,17,42,B,2.13,18,1
C,44,0,4.75,17,42,A,4.87,14,1
D,43,1,4.52,2,38,B,4.7,17,1
D,43,1,4.52,2,38,C,3.5,10,1
D,43,1,4.52,2,38,A,3.54,7,1
E,31,0,3.73,27,52,B,4.68,12,1
E,31,0,3.73,27,52,A,4.18,8,1
E,31,0,3.73,27,52,D,4.96,18,1
E,31,0,3.73,27,52,C,2.29,19,1
A,25,1,4.96,6,59,B,1.46,12,1
A,25,1,4.96,6,59,C,2.05,17,1
A,25,1,4.96,6,59,E,0.73,17,1
A,25,1,4.96,6,59,D,2.51,17,1
B,41,0,3.04,28,50,E,1.04,5,1
B,41,0,3.04,28,50,A,2.91,16,1
C,0,1,2.34,20,54,B,3.92,17,1
C,0,1,2.34,20,54,A,1.41,15,1
C,0,1,2.34,20,54,E,1.87,9,1
C,0,1,2.34,20,54,D,4.09,8,1
D,3,1,3.91,26,35,A,1.34,17,1
D,3,1,3.91,26,35,C,3.98,6,1
D,3,1,3.91,26,35,E,1.94,5,1
E,7,0,4.22,7,46,D,1.5,9,1
E,7,0,4.22,7,46,B,3.56,14,1
E,7,0,4.22,7,46,A,3.19,15,1
A,34,0,3.7,12,43,B,4.36,18,1
A,34,0,3.7,12,43,E,4.08,6,1
A,34,0,3.7,12,43,D,1.41,6,1
B,48,1,1.64,11,58,E,2.92,19,1
B,48,1,1.64,11,58,A,3.5,10,1
C,20,0,3.66,30,41,E,0.94,13,1
C,20,0,3.66,30,41,B,0.88,7,1
C,20,0,3.66,30,41,A,3.12,5,1
D,49,1,1.02,2,32,B,1.77,19,1
D,49,1,1.02,2,32,C,1.27,20,1
D,49,1,1.02,2,32,A,2.17,13,1
E,22,1,1.78,22,42,C,2.69,15,1
E,22,1,1.78,22,42,B,4.9,6,1
E,22,1,1.78,22,42,D,2.81,13,1
A,39,1,2.37,4,47,E,4.39,13,1
A,39,1,2.37,4,47,D,4.98,14,1
B,50,1,1.87,27,32,C,4.49,13,1
B,50,1,1.87,27,32,D,4.16,11,1
B,50,1,1.87,27,32,E,2.13,12,1
C,41,0,1,26,55,B,2.07,6,1
C,41,0,1,26,55,E,4.1,8,1
D,41,0,3.41,9,46,B,1.32,12,1
D,41,0,3.41,9,46,A,1.62,13,1
D,41,0,3.41,9,46,E,4.79,15,1
D,41,0,3.41,9,46,C,2.34,6,1
E,34,1,1.95,0,37,D,4.7,16,1
E,34,1,1.95,0,37,C,1.81,5,1
A,47,0,3.88,4,54,B,4.62,12,1
A,47,0,3.88,4,54,D,1.73,17,1
A,47,0,3.88,4,54,C,2.88,5,1
A,47,0,3.88,4,54,E,1.69,8,1
B,14,1,2.1,2,51,C,3.91,7,1
B,14,1,2.1,2,51,E,3.77,18,1
B,14,1,2.1,2,51,D,4.7,11,1
C,38,1,2.4,26,37,B,1.25,10,1
C,38,1,2.4,26,37,D,0.84,12,1
C,38,1,2.4,26,37,A,1.92,7,1
D,6,1,2.48,20,36,C,1.98,11,1
D,6,1,2.48,20,36,E,3.67,14,1
D,6,1,2.48,20,36,A,2.49,12,1
E,43,0,1.3,5,36,D,1.41,20,1
E,43,0,1.3,5,36,B,2.25,10,1
E,43,0,1.3,5,36,A,3.98,7,1
E,43,0,1.3,5,36,C,2.56,14,1
A,34,0,1.1,6,40,C,3.72,7,1
A,34,0,1.1,6,40,D,1.67,16,1
A,34,0,1.1,6,40,E,1.45,11,1
A,34,0,1.1,6,40,B,1.48,6,1
B,22,1,4.31,15,34,D,3.18,15,1
B,22,1,4.31,15,34,E,1.37,20,1
C,8,0,3.01,17,58,B,2.63,5,1
C,8,0,3.01,17,58,A,3.14,11,1
D,39,0,4.56,9,59,C,4.4,8,1
D,39,0,4.56,9,59,E,3.3,12,1
D,39,0,4.56,9,59,A,2.36,7,1
D,39,0,4.56,9,59,B,3.88,19,1
E,6,1,3.93,25,52,C,3.13,5,1
E,6,1,3.93,25,52,A,1.43,13,1
E,6,1,3.93,25,52,D,1.79,9,1
E,6,1,3.93,25,52,B,1.3,17,1
A,14,0,1,24,55,D,3.26,19,1
A,14,0,1,24,55,B,3.65,7,1
B,10,0,2.85,16,37,D,4.87,17,1
B,10,0,2.85,16,37,A,1.12,11,1
C,25,0,1.82,3,36,B,1.19,6,1
C,25,0,1.82,3,36,A,1.99,8,1
C,25,0,1.82,3,36,D,3.72,11,1
C,25,0,1.82,3,36,E,0.99,15,1
D,35,0,3.93,14,57,B,3.49,9,1
D,35,0,3.93,14,57,A,3.41,6,1
D,35,0,3.93,14,57,E,1.24,19,1
D,35,0,3.93,14,57,C,2.59,12,1
E,28,1,2,5,36,B,2.79,15,1
E,28,1,2,5,36,C,4.39,15,1
E,28,1,2,5,36,D,0.61,14,1
